id,temperature,irradiance,humidity,panel_age,maintenance_count,soiling_ratio,voltage,current,module_temperature,cloud_coverage,wind_speed,pressure,string_id,error_code,installation_type,efficiency
14,52.80247866,616.8773356,12.86179539,14.98057616,4,0.7337016162,56.01122078,0.7638113174,58.36804751,54.48318963,5.34267728,1003.312996,B2,E01,dual-axis,0.5713421857
15,28.09135912,285.1768843,35.31584983,8.186544425,5,0.6198386979,0,1.270745864,37.57183275,32.11317858,9.026553588,999.4452662,C3,E01,fixed,0.3956160915
16,37.65248752,592.187696,86.32723652,11.74367346,2,0.4325633554,11.51142491,1.040618748,38.67417803,79.80800723,7.655891825,1014.557542,C3,E01,fixed,0.467319394
17,7.98108926,260.2793498,67.96684276,28.37971299,3,0.586310048,0,1.642188531,12.83749669,19.0654922,5.87070968,1012.566617,D4,E00,tracking,0.4177083451
18,21.09733701,719.6125753,80.57620149,6.007738683,6,0.9170355243,0,3.050650448,28.60922436,86.28773725,1.282640429,1012.004091,B2,E02,fixed,0.6831759078
19,34.34612708,487.5185223,23.33299898,8.770105496,4,0.855393037,5.210735189,0.8811191244,44.45453531,20.08644189,11.935775,1011.442053,C3,,,0.6328366469
20,11.9059965,453.7844091,56.20404951,8.934336728,7,0.4943967207,0,0.5440786156,20.26691589,52.80994291,13.13008481,1008.066351,B2,E01,fixed,0.4440484445
21,24.2323913,329.7676139,29.31023109,31.98876753,3,0.9053372358,33.40596465,0.6254540186,26.4380909,57.62755257,0.7772103616,1004.802283,C3,E02,tracking,0.4574192041
22,14.4428066,805.6353347,45.25919153,3.588692525,2,0.7959775786,18.89433459,4.654793605,18.1916011,71.27306754,4.540618451,1024.052321,D4,E00,,0.7413474708
23,34.91721261,461.3676295,60.88613198,16.07612453,6,0.593823404,25.22926779,0.3907372222,40.7376961,87.12823311,9.196479439,1021.407457,A1,E01,dual-axis,0.5363605757
24,29.78219855,392.9180445,38.07167442,32.58255986,4,0.7190194808,0,0.7961116307,35.22995803,6.278272963,0.7985304352,1008.750482,A1,E01,tracking,0.5355628942
25,33.20062502,411.9666124,52.91706172,30.12555172,3,0.7881164476,19.29752071,2.244740384,33.88599579,43.30291725,7.767053831,1014.740121,A1,E00,tracking,0.4453078026
26,35.45290043,633.0772964,58.81583673,23.04970309,3,0.7300203923,6.980621821,2.515438998,43.59451256,74.07487386,3.05721371,1006.418295,D4,E02,dual-axis,0.5611490294
27,22.26790236,591.3610161,12.86782436,24.37721366,4,0.9114840022,4.613512389,1.713396364,31.31856955,75.30707276,8.307152342,1005.855758,D4,E02,tracking,0.6363256334
28,37.03878066,603.1831529,2.163652038,24.50062195,7,0.7464118915,23.41387001,1.791468822,43.09356371,93.40163498,2.786251531,1021.900976,D4,,tracking,0.5581609886
29,17.9218222,607.7052508,8.959215933,4.29836593,6,0.710204598,0,1.39156245,19.48362631,4.587800861,1.741460025,1015.974525,B2,E00,,0.6348499375
30,32.50864122,1035.4119,88.2811896,2.137010732,3,0.7573964748,54.96129125,2.355551847,43.56237639,42.70331709,11.4340612,1007.107407,C3,,,0.6894330967
31,1.348560639,501.2738956,98.59511065,0.2216687521,7,0.4597565328,0,1.237909974,9.558744686,77.07814633,1.150127946,1013.04807,B2,E02,dual-axis,0.5118678862
32,16.04372573,371.9393177,14.62669497,17.10469467,3,0.9002014467,0,1.640725828,19.69063584,26.45448207,7.055690352,1008.91679,B2,E01,,0.4820611235
33,52.78963844,296.5568179,35.2883539,24.5487859,5,0.4597657615,12.14936529,2.023420756,55.65802938,74.44926051,13.43021178,1004.626889,C3,E01,,0.3983914242
34,32.33185524,653.9948556,33.30037329,16.71035119,3,0.8139424252,0,2.58574614,33.60993067,23.05686135,13.14180217,1009.990748,C3,E02,dual-axis,0.6471381981
35,32.33616264,782.2430732,59.42410994,0.2991092035,4,0.462103293,14.19280716,1.432575562,32.63328563,21.887933,10.75570867,1017.672262,B2,,fixed,0.615616809
36,15.11324882,471.5131356,30.7914065,24.59544214,3,0.61061734,0,2.533055401,22.84930335,93.73410721,8.401778997,1023.319765,A1,E00,dual-axis,0.4608732806
37,11.86947453,289.9608808,95.61084603,13.8268743,,0.5655482008,0,1.277847399,14.73308147,73.98819639,10.73419193,1013.228639,D4,,,0.4109906429
38,21.82767803,293.8796961,18.29434724,28.12841488,1,0.634932844,1.256240115,0.628989299,31.31389572,66.07204668,11.6104875,1021.499455,A1,,tracking,0.4737328766
39,24.19445818,662.648197,48.083163,32.73920423,7,0.5562909297,0,0.9777678759,25.54155887,54.07939762,8.919208086,989.895113,B2,,,0.5015322547
40,47.97360625,501.2738956,22.05874867,16.09361775,4,0.4289687243,47.81961229,3.264912628,52.23839472,80.21364175,2.785402908,unknown,B2,E01,tracking,0.515999286
41,37.22727306,635.7885671,40.12027531,16.3180033,6,0.9125223985,2.525282591,3.717177204,43.21827375,40.60430103,6.985621533,999.976364,A1,E01,tracking,0.6001419821
42,26.30713446,333.6225732,20.08317104,13.94165418,6,0.4522987756,0,0.377917574,34.47478828,89.28494552,10.92447577,993.2341362,D4,E01,tracking,0.4223111874
43,25.78855365,558.0403308,8.800326707,14.80117279,4,0.4341508251,28.98989791,1.713396364,30.51616382,34.93048306,1.634412158,1010.740571,D4,E01,tracking,0.4706671756
44,34.09768913,529.1714523,90.13424237,21.68848365,4,0.6743460355,21.41780412,1.512204365,39.36368009,50.6130557,0.06940447268,1018.652194,A1,,dual-axis,0.4993542824
45,9.174449614,554.6721492,58.26060926,25.82976225,4,0.8883700534,31.6179756,0.5429318383,16.85131781,80.13026109,0.4836105455,1014.76176,A1,,,0.6063794786
46,1.943801078,717.8571945,67.13772721,13.96147537,5,0.7395735724,40.09093484,2.290791751,4.923869996,32.72684836,4.061337792,1026.004588,D4,E02,dual-axis,0.7064957712
47,33.92065697,555.8988872,40.4256606,8.439802657,,0.4855783262,0,1.123680518,40.44819341,85.35918087,6.495416841,1012.531426,D4,,dual-axis,0.4702963194
48,25.86415197,669.7283908,15.75146148,3.739630054,4,0.9824532388,2.562231211,1.084042544,27.65375945,58.85501758,4.148585877,1001.491902,D4,E01,,0.7556916656
49,,516.8947674,96.93945488,25.65892374,4,0.6988792573,0.5662684001,2.596405468,13.3673593,85.2234743,14.46944847,986.5497488,D4,E00,dual-axis,0.4910598559
50,0,572.2798497,33.91565668,14.49507939,7,0.8041716595,0,1.08843318,7.321340708,26.43006866,0.4238904755,1005.040633,B2,E00,dual-axis,0.6335565549
51,35.72640156,657.8220565,73.99089181,24.90231497,2,0.8872836416,9.842966712,3.211247643,42.31881526,62.53503588,9.591574629,1005.316269,B2,E02,,0.5829781094
52,18.74133804,135.711045,90.33466974,12.5898518,3,0.7419803602,16.24225074,0.08475819994,25.42690551,45.32765308,6.502554277,1030.595238,C3,E01,fixed,0.3651183899
53,29.8031282,420.0821959,56.00226183,22.90665221,8,0.6264989354,41.87658344,1.161946221,38.16447952,12.11338547,2.822389005,1019.3489,C3,E00,fixed,0.5149851284
54,21.83487968,382.4068364,41.02025223,15.12220657,3,0.4025000694,0,0.1197682439,30.96899244,17.7529625,2.342893708,1005.486325,B2,E00,fixed,0.4756562173
55,24.58913232,340.2805379,25.6628178,32.79387903,4,0.8557809676,32.0040364,1.860110632,33.78324186,49.77904228,5.055543422,1018.785434,D4,E00,fixed,0.4358544084
56,17.89299131,431.2144372,5.0108911,16.69202396,7,0.9279923677,33.02812119,0.1287170632,16.47624828,79.2687589,10.92982391,1026.688836,B2,E02,fixed,0.6148422983
57,24.08187971,873.7353278,7.260075869,23.54393764,3,0.6535006281,16.24225074,1.444576279,32.10211356,65.71677869,13.26631176,1019.879552,B2,E00,dual-axis,0.6912971094
58,31.92487884,283.5422211,67.04470061,,6,0.8793202465,20.31120873,0.9620506005,39.91891786,45.24975563,6.091944288,1000.529485,A1,E00,,0.4488189854
59,21.69125776,742.0695886,92.00118734,29.0706473,2,0.4215449964,15.57165932,2.565098079,24.85361916,82.78750765,12.69719229,1026.917347,B2,E02,tracking,0.4478980487
60,21.00611727,79.2825571,75.82153086,,6,0.9237419534,16.24225074,0.5631708233,25.30884033,42.91497298,5.329462793,990.7402847,C3,E01,tracking,0.4303870453
61,32.2904547,416.2787425,30.79633756,14.31007151,1,0.5523967942,0,1.949292566,37.3738697,5.468888699,0.6226526353,1009.333068,D4,E00,,0.5435840468
62,33.09015879,540.6882663,11.36097642,5.496300075,5,0.8762219742,9.884174418,2.970822147,38.38242121,99.27428534,10.26203524,1011.745482,C3,,,0.5725154457
63,11.35011743,646.5555828,20.3198958,14.87592793,5,0.5394016331,3.820611715,2.800875587,18.04957317,68.07180909,1.012374832,1013.146757,D4,,dual-axis,0.5216237205
64,24.6530939,677.8066449,85.76403101,31.92032638,4,0.4946266623,25.55639804,0.650924179,31.16841892,38.34310383,6.366627436,1012.662969,B2,E00,,0.4497196841
65,18.71484628,698.3368088,25.02116244,26.31090391,6,0.9907180159,26.5915891,1.900178123,21.87466765,88.66961926,14.0678847,1002.782013,A1,,fixed,0.6548688905
66,25.16461571,412.8187319,54.32909582,14.4654277,3,0.7758846184,52.04177433,0.9178356063,,80.65152745,8.767708185,1026.426616,B2,E02,fixed,0.5175820108
67,42.20760266,384.4120518,99.47009119,13.22727968,3,0.9106941162,0,1.922640958,49.97719465,90.65351044,6.055122493,1019.351176,D4,,dual-axis,0.4931813182
68,29.30760768,501.2738956,99.89834373,1.732980576,3,0.4686159817,21.47424387,1.247086781,36.02763378,65.80728134,7.651904247,1011.861027,D4,,dual-axis,0.4847320842
69,50.97093891,452.1739188,21.56688,10.61093538,7,0.9910686343,0,2.048913688,54.18276087,6.55802667,8.081218437,1017.797715,B2,E01,dual-axis,0.5956455989
70,27.63513436,181.0784192,95.84588499,22.6947314,4,0.5886346594,0,1.326953113,30.33024879,9.822019069,9.930128723,1008.015717,B2,E01,dual-axis,0.390131375
71,23.00249789,216.6781965,30.86551787,,4,0.5033794538,1.202100971,0.9125396575,26.64585725,26.49680352,6.439017172,1019.837385,D4,E00,fixed,0.4035657068
72,24.76381041,270.1369285,83.2511554,23.39983073,4,0.6141120412,10.60369856,1.891144777,30.15012859,53.58731172,8.40105168,1012.721928,C3,E00,dual-axis,0.4249255758
73,26.7115582,624.290186,23.56692073,1.159661328,6,0.6490278087,15.95713277,1.713396364,31.66342161,92.29529269,0.7896421396,1027.280153,C3,,,0.6488358003
74,28.87421714,535.606434,3.900365677,11.40186989,3,0.5898779889,0,2.709041776,34.65959873,88.80613938,8.659287046,998.2969911,C3,E02,fixed,0.4898066299
75,13.09639175,672.6213385,80.34877455,27.24991501,11,0.684236801,24.89129533,1.088736807,16.98065867,49.08284525,10.32573508,992.4274011,B2,,tracking,0.5319257612
76,22.2020777,393.1868384,45.60301003,29.11593697,2,0.6355504774,11.39589223,2.707498627,26.95956536,90.04762071,1.033126361,1007.130337,C3,E00,tracking,0.4214147064
77,16.30724668,539.6349228,98.59893709,3.272327279,5,0.6988792573,0,0.02944865967,21.83133493,19.34189166,13.79255068,1013.703301,B2,E00,fixed,0.5072833248
78,37.35546461,656.3975985,35.38466009,9.25032942,2,0.5963274594,13.70779486,3.086061083,44.64607359,55.66912338,4.034508501,1000.136518,B2,,fixed,0.5687648855
79,1.891976502,422.6633651,36.66078934,11.3122726,2,0.4839083043,2.548295669,0.4791203944,7.818356471,14.49384824,7.807197898,unknown,D4,,fixed,0.4849633619
80,26.88283622,614.1938094,56.63041579,31.2236112,4,0.6803429569,0,0.2059783974,31.6041261,42.00933735,3.513709596,1001.254328,D4,E01,dual-axis,0.5327299542
81,6.78196255,334.5185147,79.53742456,20.15788425,3,0.9996710295,3.513911879,2.654624676,11.57792907,35.53994237,0.5689090739,1017.009487,D4,E00,fixed,0
82,30.18685606,409.2365384,2.076152727,6.538006487,6,0.7443770708,33.30353924,0.01498348629,36.7059437,38.57417549,14.21549594,1029.427909,D4,,,0.5541334176
83,20.21314115,404.5655265,63.42270915,20.24754395,4,0.4070523384,29.69964365,2.327968539,23.61919623,57.39238068,7.870043671,1025.928877,C3,E00,fixed,0.4509355935
84,3.198465205,201.0400886,24.28386252,25.42677928,5,0.9973249063,15.99297723,1.653555062,8.998201631,63.90803504,13.40196282,1009.408211,C3,,fixed,0.3649574312
85,36.30676667,621.7431202,22.4427889,12.64760212,6,0.9109856381,12.94409326,2.141184961,41.6311652,44.91662312,9.543663899,1017.455667,B2,E01,dual-axis,0.6612061981
86,0,382.6494149,8.791083772,32.94127609,3,0.6406180246,17.41318084,2.193106767,0,79.26444264,4.221455055,1011.969578,D4,E01,tracking,0.4878810373
87,24.62296618,503.1235297,0.8489743869,28.99148905,3,0.719222537,0,1.050431313,28.20391139,94.18671942,10.69129556,994.7311151,A1,E00,,0.505526481
88,33.29428611,620.1866647,30.38145851,21.83966466,4,0.8730845195,6.956343693,3.347510668,41.06052686,14.44022684,6.737972382,991.0567132,A1,E02,fixed,0.6235983106
89,41.52078056,611.632794,64.67743995,13.27842605,2,0.7820103979,23.37929921,3.061001429,45.2594447,40.89858602,7.713555311,1017.928292,A1,E00,,0.6262051057
90,5.678118429,666.3462772,42.75771538,0.3901309733,2,0.9487500116,9.418127881,3.243196524,13.87351734,20.68501139,5.838164328,1038.963201,C3,,fixed,0.7885627492
91,18.80771375,475.3786289,11.63215628,2.50822015,2,0.845933157,0,0.5916630598,24.66330594,82.5517344,1.227295696,1019.751454,D4,E00,tracking,0.5802931635
92,38.00383633,394.175422,49.12183715,28.18590777,2,0.5684825939,12.51644178,3.071587552,47.42216742,,2.368336955,1015.158072,D4,E01,dual-axis,0.4479054051
93,38.81488844,480.0704473,82.29941226,31.33384705,1,0.5634534173,21.4003121,0.4914490631,45.53511524,71.17264546,10.64895227,1005.435647,B2,,,0.4499242371
94,40.36892225,78.16639151,83.62935788,4.336179598,6,0.8410417797,28.89470648,0.07055658084,45.19044653,76.58726717,0.7230370812,unknown,D4,,fixed,0.4359854686
95,55.73897637,138.2218819,58.13870865,3.147589325,4,0.534570448,0,0.4797967435,56.2597469,9.156959745,9.924247201,1006.64802,A1,E00,dual-axis,0.4362422551
96,18.89568543,169.3250969,55.19482233,24.07202487,3,0.9850433593,33.07024445,1.713396364,21.24024962,,4.120904033,1004.720766,B2,E02,tracking,0.4323280976
97,29.46858292,250.6882931,36.57930047,19.52368233,1,0.898636269,0,2.047321481,34.43234129,33.98606045,2.150561528,1032.355677,B2,E00,tracking,0.4589254691
98,,599.9435567,48.89592429,12.89633385,4,0.4164423598,0,0.696348604,20.43096814,46.73031939,8.039218153,1020.81658,B2,E00,fixed,0.5123324945
99,,273.6302362,77.18593927,10.83803401,4,0.9139230382,0,0.7342844193,9.728299775,65.49942912,11.63631607,1015.396908,B2,E00,dual-axis,0.5424939132
100,23.91996504,405.4593615,43.25365198,8.551884019,6,0.5894922355,1.272745543,1.389425814,25.52278917,21.53987642,4.054677338,1012.300383,D4,E01,,0.5192299696
101,1.067626136,824.8070744,84.08769935,6.989717699,1,0.8448281849,42.92931239,2.184333065,6.329205839,,1.31896767,1000.066801,A1,E01,tracking,0.7899414786
102,18.75005771,410.9340072,61.38277613,7.968617254,4,0.7248289709,0,1.330421055,27.00765975,84.13676223,13.09174275,1011.081723,C3,E00,dual-axis,0.4874641201
103,7.382102584,684.3788921,40.71013818,11.58839263,4,0.4952431317,7.990607124,1.853995497,10.95362909,96.25595646,13.40173652,997.9186517,A1,E01,fixed,0.5280058605
104,30.26628562,266.59558,92.26185745,17.89077022,2,0.6988792573,19.12235252,1.063410509,33.7645993,17.04940965,2.26329124,1009.47584,C3,E00,fixed,0.3890925105
105,15.65768457,448.6406105,88.75272228,34.24570926,,0.8936979264,53.78126112,2.641369878,21.52282363,18.2231943,1.846897909,1002.640074,A1,E00,tracking,0.5162313181
106,3.577503594,262.4944863,39.86651866,1.005468699,7,0.4528741651,28.8199222,0.9767424227,11.50198289,12.71587399,11.15869287,1000.726883,B2,E01,,0.4584159657
107,35.38790396,415.241731,74.13104271,26.70716725,,0.6176813263,20.93470755,0.4066707485,,34.34759561,1.186254959,1020.201072,D4,E02,fixed,0.4332307455
108,17.75498174,710.0770344,92.90994494,3.678942286,1,0.7160585208,23.4650601,1.068747132,21.07281629,,4.915804342,1007.901423,A1,E01,tracking,0.6206176335
109,19.81477465,68.1698942,58.86620858,19.25847374,6,0.6706972436,23.14134196,0.3152078532,24.3804275,85.44952394,4.928578609,1006.691173,B2,E01,tracking,0.417131724
110,13.26691284,608.6059109,93.71656858,6.633614824,3,0.9506941616,16.53249975,1.108976681,18.14246897,43.92584911,1.325927862,1006.063578,A1,E00,fixed,0.7268155115
111,38.78891424,559.4339006,7.982722373,0.445908406,4,0.5694546039,0,1.474177077,45.78004411,15.24136714,3.808719165,1030.932925,C3,E00,,0.5485809179
112,28.24622801,351.4625111,93.8119714,4.418550047,3,0.9018206688,13.99243899,3.957981404,38.09508985,70.05646593,7.995140571,1001.334219,B2,E01,tracking,0.5117523728
113,17.64293843,138.4855364,68.17172897,7.865327969,4,0.4103672546,18.69478429,0.3778461316,25.29100065,59.76802477,3.665193859,1023.708032,D4,,fixed,0.3789907352
114,2.031573378,518.0323769,15.81399074,10.31245029,1,0.7597330165,0,1.554283265,5.659903756,75.18097652,2.238431777,990.6089772,A1,E01,,0.5763582559
115,55.12761043,367.6268227,12.02598922,6.477015313,2,0.7323848332,0,0.8994028357,60.19644387,99.67887586,13.45143154,1019.067671,B2,E01,dual-axis,0.5031511301
116,48.752409,558.1690528,73.06794564,10.52956628,2,0.8195500161,25.8844464,1.713396364,56.98513334,39.29405101,13.11806818,1028.392675,A1,E01,,0.5685255171
117,42.31722417,505.4630364,24.93607553,10.42053835,3,0.6988792573,0,2.57886336,46.23685594,,9.15083787,1001.977593,D4,E02,dual-axis,0.5455175259
118,16.56193968,900.4447228,3.402898111,31.79120458,3,0.5971528827,22.42483436,4.204741413,,27.48344485,8.910215286,1005.209655,A1,E00,fixed,0.585382012
119,18.9886335,440.1610931,20.15844401,,7,0.542374263,15.53166719,2.543152415,24.04502557,77.26130768,5.004495265,1002.253286,A1,E00,tracking,0.4525239441
120,29.80798479,244.1256268,10.50431856,6.527451375,1,0.4935311063,15.20265685,0.1742810688,34.61051534,33.57341094,6.587615928,1009.038752,D4,E02,tracking,0.3674395747
121,14.27375641,544.8189087,17.03945674,22.63946521,6,0.5555231945,0,0.0141527678,17.02132495,52.99099049,12.36456506,1023.637762,A1,E00,,0.5212349289
122,13.12720941,554.999171,52.91250954,14.36337244,4,0.7837636776,47.29965564,1.256127061,21.01572141,42.71822396,12.76271962,1010.076806,A1,E00,dual-axis,0.6102255705
123,42.50270274,839.7968938,53.31041506,16.18487961,7,0.6005072773,21.41424883,4.546458899,46.10821889,34.53398792,12.17724804,1018.99706,B2,E00,fixed,0.6275248801
124,24.33831568,708.7778115,44.8298378,11.64944573,5,0.6988792573,26.42576576,3.866516699,27.62186873,57.58401074,9.09986687,1018.010768,A1,E02,dual-axis,0.518858835
125,11.56157215,589.2177648,74.67819392,,6,0.5232634477,0,2.514656018,13.16543634,90.37700241,3.636522735,1018.527616,B2,E00,tracking,0.4593149954
126,36.43200804,865.8257228,1.590457184,0.8805160202,6,0.7556357368,13.95915325,2.796773216,44.50597417,17.50154085,2.190559379,1005.116024,A1,,,0.757631997
127,18.11322017,202.8092364,88.90294028,13.17032129,4,0.5754391032,3.185665959,1.415867398,27.0839926,93.23583864,2.716395949,1013.138691,B2,E00,fixed,0.4198726856
128,1.247745347,340.0621168,98.98546007,26.90041804,3,0.6250025215,0,1.490915649,5.166395361,6.158326948,13.56521997,1022.304951,B2,E02,dual-axis,0.4881681661
129,11.38225002,268.3560146,94.47295489,34.78841486,0,0.9157568851,28.22834802,0.1579046113,13.6774795,5.060881721,3.633281711,1010.001013,A1,E01,dual-axis,0.3954918731
130,18.80207884,402.5475492,26.50824159,4.736225776,6,0.6884737503,11.59559853,2.191789002,25.4734609,56.79382788,12.35434371,1026.30411,C3,E02,dual-axis,0.5358772233
131,27.63951272,155.8284631,87.83938995,11.70117291,2,0.9511630099,14.46056656,1.499834028,29.20914328,50.90900913,14.22122595,1001.104215,A1,E01,tracking,0.4733263109
132,27.06085142,658.7877367,74.1456821,13.55256747,9,0.8126053996,0,1.518538376,,33.09009581,7.526481484,1013.978592,C3,E00,dual-axis,0.5749287196
133,39.7332425,444.4443257,48.40871453,19.14116738,6,0.8013613545,2.163397011,4.414750453,47.48575795,,9.225739814,1002.216135,A1,E01,,0.5624398221
134,,132.2984264,98.87501949,16.95892023,3,0.4783001777,19.74004283,1.425074451,29.07369699,67.90089204,13.40593793,1015.066189,D4,E01,,0.3929198078
135,19.41216313,246.1052297,22.70612808,29.02388958,2,0.4294581948,16.24225074,0.106193176,26.14290983,84.20662629,0.6540605756,1016.807565,B2,,tracking,0.3506219757
136,39.94055969,578.3784619,58.48174768,22.38483059,4,0.9797706933,15.98036906,3.003509964,43.18677356,83.4774479,14.27576155,1007.229534,C3,,fixed,0.6790747424
137,36.7444046,709.531642,21.34893526,28.55972584,3,0.4839487346,0,1.595569762,43.69555325,48.88955185,3.665901282,1010.352234,C3,E02,dual-axis,0.4502964991
138,22.43850846,999.1827229,25.575828,25.0621195,5,0.5538943731,63.30142582,3.11121888,30.31110046,70.24065493,12.09534494,1020.266066,C3,E00,dual-axis,0.606051146
139,28.50435497,1228.465617,83.1434685,33.09038955,5,0.6988792573,7.669092867,1.713396364,38.51626075,63.50127571,0.4969444126,1023.224006,A1,E01,tracking,0.5758878024
140,19.29613306,603.6023583,63.61177607,25.79654545,6,0.6507737955,0,1.641910065,17.33602989,58.3772809,1.165211515,1015.101519,D4,E00,tracking,0.5138440716
141,11.05405766,252.61547,71.38284159,3.487815846,3,0.9669956275,0,3.408730511,19.15667721,57.63518946,4.720676886,1006.20355,D4,E00,tracking,0.5782925914
142,51.36683363,-33.01157018,35.73325865,24.13700275,8,0.4072663737,0,0.1145986576,53.84867113,53.38124138,7.493049644,1006.14901,B2,E02,fixed,0.2726748609
143,18.49733916,566.9278656,92.31277673,1.153389312,4,0.5252503979,11.01203058,2.821533276,25.8214982,52.6852875,2.575451965,1015.448885,A1,E01,tracking,0.5752729453
144,28.53991256,296.7647262,45.572574,6.185213714,5,0.5503929826,0,1.423780437,39.54642109,,12.69306057,1022.756981,D4,E02,,0.4289529981
145,6.815830612,396.160685,32.77108862,32.76712044,6,0.9105511697,29.84644867,1.025531974,7.553818905,43.06076832,7.353749837,1002.466724,D4,,fixed,0.4927727529
146,33.83741937,346.9758002,18.61846792,33.44224229,4,0.8997970134,0,0.8361159778,39.04066893,7.183019256,7.280069349,1020.220522,A1,E01,,0.467942997
147,10.5297069,464.8022784,26.44001555,3.786814455,4,0.4557280171,29.02528049,3.823728534,18.45146008,23.79043908,10.42078639,1019.072582,A1,E02,fixed,0.575906554
148,45.13550298,766.4950577,78.86971133,13.89507091,7,0.9429153403,29.28608682,3.488990214,49.8343866,33.03387057,8.023376906,989.2850196,C3,E02,dual-axis,0.7079162653
149,46.56892072,539.2621419,33.33195396,34.59701559,7,0.6575286813,28.65929541,0.9431848621,51.24881765,30.54851427,1.002636172,1031.412642,D4,E00,dual-axis,0.4184661603
150,31.78766867,460.3412907,32.15185873,2.577875884,1,0.4278597864,39.8305458,1.326687497,35.52763431,75.1517362,10.92285356,1010.292335,B2,E02,fixed,0.5047051034
151,26.37857854,241.0865618,38.73431777,31.90371147,5,0.6433016299,0,1.089437461,36.82769295,45.5117596,9.091322042,1033.190069,D4,E00,fixed,0.4305277627
152,22.75101856,81.32926382,32.71615439,34.39965353,3,0.9299746031,20.14664002,1.96974809,29.78717989,44.70792436,2.216715694,1007.490544,A1,,fixed,0.3533606735
153,24.42947193,378.4230227,52.25767403,,4,0.9471078274,9.539110462,1.713396364,31.38342918,12.32942644,10.040504,1003.937796,A1,E02,dual-axis,0.4895078529
154,29.91082149,486.5543623,97.79817305,28.62961416,6,0.9308603494,0,2.174180924,46.24187395,20.64240528,5.546747118,1003.058697,A1,E01,tracking,0.5031401488
155,26.07694085,941.9824784,94.80822245,19.99370999,3,0.9847822171,5.288909067,4.770521609,28.36730072,92.5392385,13.93110397,1014.747514,D4,E02,dual-axis,0.7766522451
156,36.78045781,532.5686304,93.39810828,31.9222129,1,0.5623819484,30.38408003,1.713396364,42.71194729,,11.90387059,1001.860854,A1,E02,dual-axis,0.4579605372
157,13.98042249,745.6848778,60.31516864,3.534635299,4,0.7503935141,4.460933198,3.58946752,21.26409348,36.77547951,6.787951129,1030.458427,A1,E00,fixed,0.5962841783
158,43.33698881,375.1761004,98.4883183,3.967881672,5,0.4595787087,10.07299594,1.172680512,50.52944774,34.62057396,5.559522566,1014.266368,A1,,,0.4892234285
159,19.92809487,203.7640584,36.57658505,24.20038032,3,0.468271251,19.88208314,0.3278897809,23.36394482,35.34847311,9.423278782,1005.944733,A1,,dual-axis,0.4444122592
160,16.04945236,258.7208094,19.89002464,0.3075253899,,0.7766234892,2.471995158,1.170069131,22.49620278,24.5851897,10.50650664,1014.924014,D4,E02,tracking,0.5225654614
